contrast_1_0,contrast_1_45,contrast_1_90,contrast_1_135,contrast_2_0,contrast_2_45,contrast_2_90,contrast_2_135,contrast_3_0,contrast_3_45,contrast_3_90,contrast_3_135,contrast_4_0,contrast_4_45,contrast_4_90,contrast_4_135,correlation_1_0,correlation_1_45,correlation_1_90,correlation_1_135,correlation_2_0,correlation_2_45,correlation_2_90,correlation_2_135,correlation_3_0,correlation_3_45,correlation_3_90,correlation_3_135,correlation_4_0,correlation_4_45,correlation_4_90,correlation_4_135,energy_1_0,energy_1_45,energy_1_90,energy_1_135,energy_2_0,energy_2_45,energy_2_90,energy_2_135,energy_3_0,energy_3_45,energy_3_90,energy_3_135,energy_4_0,energy_4_45,energy_4_90,energy_4_135,homogeneity_1_0,homogeneity_1_45,homogeneity_1_90,homogeneity_1_135,homogeneity_2_0,homogeneity_2_45,homogeneity_2_90,homogeneity_2_135,homogeneity_3_0,homogeneity_3_45,homogeneity_3_90,homogeneity_3_135,homogeneity_4_0,homogeneity_4_45,homogeneity_4_90,homogeneity_4_135,label
3052.0381944444825,5522.034517510907,5334.027777777915,5552.713025951314,3890.569304435558,5522.034517510907,5758.846522177495,5552.713025951314,4465.045850409446,6028.164932362556,6423.181352458365,6072.602237253298,4860.665364583457,6639.798978769629,6304.411979166868,6913.19725880193,0.7030534129489262,0.46246724955116525,0.4810066096181592,0.45956119957582897,0.6203040955452837,0.46246724955116525,0.4425155421293465,0.45956119957582897,0.5631383158255141,0.41422497376981066,0.37530361375189886,0.4104708612490395,0.5234194824564244,0.35032616112965415,0.385086088801525,0.3243399813617738,0.01272154623336518,0.012228141493947976,0.01204601631406829,0.012142182675758771,0.012569264959211558,0.012228141493947976,0.012098086706349528,0.012142182675758771,0.01254077014845568,0.012271047258138556,0.012160940031217527,0.012299967335555986,0.012617449526433844,0.012400184891222358,0.01222017521526135,0.012459742146013341,0.037829039848431,0.017937573779228024,0.02232296220956729,0.021210188889827966,0.03232936574438921,0.017937573779228024,0.02048129085777765,0.021210188889827966,0.030668573739141346,0.019755776784489646,0.018157576285314603,0.01967144369876431,0.02905302130892536,0.017197180036431985,0.019170204344533853,0.01695445630346947,wood
5337.157490079471,5923.98034769485,4093.3177083333835,5711.1861929959005,7411.976562500108,5923.98034769485,6275.032258064641,5711.1861929959005,8217.777920081055,7765.693028096299,7431.707991802533,7701.6433402711145,8608.643489583685,8661.506852997254,8029.303906250325,8498.702230583838,0.5009172437649785,0.4482692783790661,0.6175788348385881,0.4682069525323843,0.3088840283044018,0.4482692783790661,0.41460356464534315,0.4682069525323843,0.2351238343960803,0.2799873867389621,0.3090021350896616,0.28607549676772287,0.19983381867936645,0.20171123667512686,0.25579268729246607,0.21602990386092313,0.012370995945773695,0.012298024552145062,0.012671887987417559,0.01243788868450246,0.012171361533310015,0.012298024552145062,0.012262339340426573,0.01243788868450246,0.012162288774085393,0.012258632053416901,0.012267033837548909,0.012321956121529929,0.0121896143109055,0.012427820080378547,0.012274164357588853,0.012420553623533047,0.03290025712115095,0.029343332248494367,0.04895870518006903,0.032463013672173885,0.024440623972508162,0.029343332248494367,0.03017263192463092,0.032463013672173885,0.017593394668915636,0.022674312538849332,0.022444698407102955,0.024299572729844003,0.017036610911476024,0.02025407885878158,0.020417283988934647,0.016226901411715768,wood
6191.875248016018,6515.591080876985,6343.495783730311,6661.205089443406,6547.4692540323695,6515.591080876985,6510.293850806567,6661.205089443406,7089.898309425457,6818.868626431294,6775.075563523818,7023.7317898028205,7102.939583333595,7301.420854609597,7065.45312500023,7452.243214190371,0.3910660445073173,0.35960552282768943,0.3761448152531973,0.34537048023664674,0.35623681913489713,0.35960552282768943,0.3605327409528004,0.34537048023664674,0.30162146727484046,0.3305279044816932,0.333989992483787,0.31107007493067096,0.30204509896621545,0.2809054777236991,0.30502743664585913,0.2669454874698369,0.012065150147773056,0.012089788978594331,0.011940876108343913,0.012109463180345736,0.01211382576769645,0.012089788978594331,0.012095461538323353,0.012109463180345736,0.012142041900092606,0.012224079213809526,0.012181155493774326,0.012265530940818425,0.012214624374541043,0.012376865293920677,0.012236812629657876,0.012378324055820247,0.01857361915878408,0.017179303911589266,0.021328414886186517,0.01954703100594764,0.01980546989478717,0.017179303911589266,0.017643667112545423,0.01954703100594764,0.018878330719352042,0.016051244366796367,0.015282980720213035,0.01891002679480094,0.018663666347526007,0.017170178075969756,0.015490895940854657,0.01639068884761048,wood
5821.318204365216,6151.461325271021,6097.256696428694,6586.158478206329,6555.520917338826,6151.461325271021,6711.742943548478,6586.158478206329,6955.455174179597,6859.647502601989,7109.492315572969,6975.078303850701,7364.530468750285,7606.309325450774,7293.1596354169,7436.5213652250295,0.4288678823326872,0.3937449135299772,0.40136626719990415,0.3509326879728778,0.353303771321426,0.3937449135299772,0.3387349951263369,0.3509326879728778,0.312690924110449,0.31736997714717663,0.29793343776998477,0.30622957863138045,0.27032184966817474,0.23959222205694622,0.2785305447903106,0.2576562576006048,0.012103327070988589,0.012163076961251141,0.012071521352815369,0.01204902716172186,0.012179186260272737,0.012163076961251141,0.012033605228138695,0.01204902716172186,0.012113639424000913,0.012225463202403322,0.01208517019680784,0.012171371035681378,0.012200736224086779,0.012375406360068258,0.012222949690314755,0.012397272340415011,0.019060322955681625,0.022246845622395497,0.02310911957891549,0.01849363537103393,0.020725029553488525,0.022246845622395497,0.017717127115230425,0.01849363537103393,0.017461548225716033,0.018600387815683003,0.01844683971022581,0.01694722617259577,0.020066422167583142,0.01564093210160409,0.016000468906629643,0.015673417420467364,wood
8628.084325397107,8471.77651801489,5319.892113095353,8847.054169816362,8932.714969758166,8471.77651801489,7069.02293346784,8847.054169816362,8688.443391392424,8951.335067638563,8012.90855532699,9004.594172737448,8856.557812500276,8705.714861597091,8343.43984375033,8785.869927439593,0.13176319966415065,0.14648682062068444,0.4636062444393384,0.10886703659767885,0.10246544608026349,0.14648682062068444,0.286692564793006,0.10886703659767885,0.12947374395948955,0.09832712761016806,0.19113089121724613,0.09420681924651446,0.1137902900701194,0.12520037275060808,0.15774000130107205,0.11945869500850685,0.011912509879486884,0.011986962605558532,0.012058775576530905,0.011948506627744614,0.012065231052002152,0.011986962605558532,0.012099399076772334,0.011948506627744614,0.01205119056987377,0.01216580952246633,0.01213933976544246,0.012058250452473647,0.01214781644759524,0.012368109109383634,0.01224096844999493,0.012330093788717765,0.015790974055897515,0.015804339089743488,0.021712093057085966,0.014836983594471472,0.01610578434087133,0.015804339089743488,0.017107161710970396,0.014836983594471472,0.01403432750405422,0.014956249095033541,0.0165044566094852,0.013917475107488348,0.013310197133521441,0.016434478665348737,0.014167923178724956,0.01571055518938478,wood
8528.435515873287,8589.721340388272,6508.839533730341,8509.58100277177,8804.023437500136,8589.721340388272,7458.414314516263,8509.58100277177,9201.570184425167,8912.614724246307,8076.086577867865,8717.047866806082,9302.42942708362,9293.296425692806,8333.985677083643,9326.17844665493,0.1448050995072574,0.13727499602427307,0.3458998937860876,0.14550351023179114,0.11543765580605442,0.13727499602427307,0.24841941938764053,0.14550351023179114,0.07625259766755725,0.10026088619412225,0.1868683459496975,0.12016991592133103,0.06499904683911585,0.06329373114993267,0.160099623766404,0.05974277202646223,0.011854276632521537,0.012050344211205113,0.012051121640135224,0.012001517121506404,0.011968776362645516,0.012050344211205113,0.012032285681533656,0.012001517121506404,0.012074307120278379,0.012129597530567299,0.01209873532645349,0.012128202602435424,0.012228496751952835,0.012269907246183025,0.012197956696490833,0.012366649142535659,0.011971580601930007,0.01653286530197852,0.021788840150301515,0.013306537385348807,0.013202855850546355,0.01653286530197852,0.01947715002107089,0.013306537385348807,0.014102685588991705,0.013920536602980685,0.015488896004212847,0.0134548469469393,0.013914246621801888,0.012819132919779009,0.015321175626584043,0.011989913394167023,wood
1697.8767361111366,6998.879566641689,6845.823164682708,6954.301839254431,2282.316784274221,6998.879566641689,7809.385332661407,6954.301839254431,2740.9987192620515,8138.504942768513,7997.545594261329,7849.827263268097,3159.919010416746,8311.545014781665,7444.900781250273,8236.281375974786,0.8354013334436954,0.32156781898251946,0.3383568649223468,0.3258508698908626,0.778017549029593,0.32156781898251946,0.24613996357113244,0.3258508698908626,0.7324093009508884,0.20971329149172116,0.2303057321595654,0.23783237817257427,0.6901019895153776,0.19304541748044993,0.28393210714841555,0.20036052137326926,0.013952959503011056,0.012109463180345737,0.012105867918517593,0.012185237882936621,0.013704209802745232,0.012109463180345737,0.012062598733643747,0.012185237882936621,0.013346737162000452,0.012218541691797728,0.012093311100524518,0.012101668417911951,0.013339842161319357,0.012366649142535647,0.012232655397457165,0.012407463277064308,0.055003480755002596,0.020773483331801925,0.0226740017820375,0.021540831687334203,0.04911564522836255,0.020773483331801925,0.016796444525277357,0.021540831687334203,0.04568041261443141,0.01507483401522212,0.017208143609513026,0.01638915732348229,0.044216799824782674,0.01863736180031738,0.016830488123795156,0.014952764528491619,wood
5108.980654762008,5359.621315192938,3149.390128968283,5232.364575460004,5881.609375000104,5359.621315192938,3991.3815524194183,5232.364575460004,6466.491803277948,6221.190166493665,4705.876536884783,6106.991935484279,6831.019010416898,6794.0051061547465,5163.383072916825,6545.39075517384,0.5053021343388877,0.4782234555785546,0.6920173873600738,0.49062115743197154,0.4320603592415946,0.4782234555785546,0.60792347824891,0.49062115743197154,0.3762138199060055,0.39341664575607993,0.5370052366014373,0.4048013921171553,0.3416977816295957,0.33719171487991617,0.48962256392651604,0.3617379803577874,0.012178059223403632,0.012215156312952924,0.012499606317811593,0.012168294926725524,0.012086268959961724,0.012215156312952924,0.012320470324174012,0.012168294926725524,0.012055273182119998,0.012319209669668917,0.012311080779402649,0.01231096663785292,0.012293487241586463,0.012401640910119093,0.012360879464902766,0.012385615288151753,0.024438275041520633,0.022099259770906723,0.03152205839509204,0.02260466529798843,0.021324521585745736,0.022099259770906723,0.02706120341739676,0.02260466529798843,0.018773207456216738,0.021805011624337678,0.023303555744122437,0.019630059350233462,0.018777743432627114,0.018445885317024402,0.021418221033779047,0.018152388406631654,wood
4319.000000000074,4580.706475182831,1927.118055555588,4293.964222726265,5235.620967742016,4580.706475182831,2239.3132560484296,4293.964222726265,5533.359374999449,5291.404266389546,2544.6244877046806,5389.837148803675,5925.5552083335115,5834.545552271338,2780.4283854167334,5708.305025531205,0.5859108443404928,0.5577488957942192,0.8147547883673577,0.5855321923775048,0.5006808675004037,0.5577488957942192,0.7834001694672403,0.5855321923775048,0.472461083687649,0.4883861091834716,0.7526458582127932,0.4792680705136089,0.43529348639280296,0.43293420791629045,0.7282848511297653,0.4455161472510116,0.012237265032290515,0.012234628916280254,0.012863395317351055,0.012372644488255773,0.012177882488255942,0.012234628916280254,0.012802072083809676,0.012372644488255773,0.012232218476457769,0.01230134278619889,0.012811218686135077,0.012330191806612184,0.012338914313003092,0.012459742146013319,0.012683120481132052,0.012404552435199707,0.027872887178626217,0.026357946089407364,0.04873721158914836,0.026046276394208843,0.020257044262371862,0.026357946089407364,0.04043597041827098,0.026046276394208843,0.022763220630583125,0.021261810960473707,0.038374666345981356,0.020404741044918108,0.022462181010319365,0.020523915378411656,0.035972510038711256,0.019786829013404717,wood
3963.7638888889173,4169.770471151569,2710.52951388892,4093.061980347826,4689.89012096781,4169.770471151569,3244.9070060484437,4093.061980347826,5077.046874999491,4873.445369407172,3481.6155225406737,4948.006503642341,5554.089583333506,5517.379467885382,3815.073697916752,5472.252082773856,0.6102848089168014,0.5864781409421911,0.7357237620758497,0.5940903832525527,0.5322483485065868,0.5864781409421911,0.6807490320538832,0.5940903832525527,0.48836818601299314,0.5038705642766815,0.6555117454007711,0.4963107129543607,0.4282402728748156,0.42729943083522176,0.6202839722931552,0.43199525193545574,0.012252335561439988,0.012211258066064781,0.013270587521499668,0.012207358574326805,0.012170056923034215,0.012211258066064781,0.013114528055703893,0.012207358574326805,0.012230877444992226,0.01230271808306564,0.012977861209931002,0.012372655515706954,0.0122631090395541,0.012469882029691473,0.01312200279931773,0.01251324560797971,0.02758581904074043,0.02182548185851778,0.042086283199137216,0.024359144608757093,0.022320912861794637,0.02182548185851778,0.036286630343105496,0.024359144608757093,0.016520846822659974,0.020316758669069433,0.03221910573872741,0.019325449797433187,0.017224430745626827,0.01824601965156413,0.031180891605778176,0.019345416382488108,wood
1336.7609126984246,2936.260267069897,2781.3601190476575,2930.5910808768967,1698.029485887133,2936.260267069897,3051.4168346774754,2930.5910808768967,2014.8196721309623,3419.826482830601,3335.0243340161114,3370.7237252863633,2380.078906250077,3972.186777748174,3453.9130208334295,3936.502821822358,0.8714859792133068,0.7144454052259709,0.7331537455061095,0.7150122332255179,0.8349294287463154,0.7144454052259709,0.7045587699246968,0.7150122332255179,0.8023896052467888,0.659766957138995,0.6765587192659271,0.6645867324782883,0.7652335806934563,0.5995398055638794,0.6640244220733686,0.602717963083144,0.01317288861596173,0.012705509380824353,0.01266581878452742,0.012646666975506383,0.01292181828961167,0.012705509380824353,0.012702462929186762,0.012646666975506383,0.012961419923231483,0.012684603131254135,0.012644974433603117,0.012617736017458976,0.01265635716689971,0.012632442582095805,0.01274446281587813,0.012751941321277759,0.05400842817145907,0.036766520283773065,0.04121920720174035,0.038600663650000325,0.043497909191954766,0.036766520283773065,0.03619120603161541,0.038600663650000325,0.038649527503049154,0.03055335825209821,0.032975484482613726,0.029181739882219976,0.03196606828984028,0.023958094401514928,0.030470627015248847,0.02754989869375684,wood
